Namespace(annpath='train.json', bs=32, clip_len=16, cuda=True, dataparallel=True, emb_init='../wordvectors/glove.840B.300d-char.txt', embedding_size=300, feature_size=512, framepath='frames', ft_begin_index=0, imsize=224, log_every=10, lr=0.0001, lstm_memory=512, lstm_pretrain_ep=10, lstm_stacks=1, manual_seed=1, max_epochs=1000, max_seqlen=30, meta_path='videometa_train.json', mode='train', model_path='../models', modeldepth=18, modelname='resnet', momentum=0.9, n_classes=400, n_cpu=8, n_finetune_classes=400, norm_value=1, num_layers=18, patience=10, pretrain_path='../models/resnet-18-kinetics.pth', resnet_shortcut='A', resnext_cardinality=32, rnnmethod='LSTM', root_path='/ssd1/dsets/activitynet_captions', sample_duration=16, sample_size=112, start_from_ep=0, token_level=False, vocabpath='vocab.json', wide_resnet_k=2)
loaded dictionary from /ssd1/dsets/activitynet_captions/vocab.json
dictionary length: 11181 words
loading pretrained model ../models/resnet-18-kinetics.pth
succesfully initialized embeddings from ../wordvectors/glove.840B.300d-char.txt
using 4 gpus...
# of params in model : 44146405
start decoder pretraining, doing for 10 epochs
iter 000010/000283 | nll loss: 9.3209 | 1.0423s per loop
saved pretrained decoder model to ../models/LSTM_pre/b032_s224_l016/ep0007.ckpt
iter 000010/000283 | nll loss: 9.2256 | 0.7019s per loop
iter 000020/000283 | nll loss: 9.2128 | 0.2372s per loop
iter 000030/000283 | nll loss: 9.2388 | 0.2811s per loop
iter 000040/000283 | nll loss: 9.2300 | 0.2588s per loop
iter 000050/000283 | nll loss: 9.2393 | 0.4479s per loop
iter 000060/000283 | nll loss: 9.2220 | 0.2744s per loop
iter 000070/000283 | nll loss: 9.2321 | 0.2850s per loop
iter 000080/000283 | nll loss: 9.2378 | 0.2715s per loop
iter 000090/000283 | nll loss: 9.2274 | 0.4238s per loop
iter 000100/000283 | nll loss: 9.2438 | 0.2685s per loop
iter 000110/000283 | nll loss: 9.2202 | 0.2575s per loop
iter 000120/000283 | nll loss: 9.2271 | 0.2423s per loop
iter 000130/000283 | nll loss: 9.2233 | 0.4414s per loop
iter 000140/000283 | nll loss: 9.1998 | 0.2770s per loop
iter 000150/000283 | nll loss: 9.2171 | 0.2695s per loop
iter 000160/000283 | nll loss: 9.2245 | 0.2494s per loop
iter 000170/000283 | nll loss: 9.2205 | 0.3923s per loop
iter 000180/000283 | nll loss: 9.2316 | 0.2448s per loop
iter 000190/000283 | nll loss: 9.2360 | 0.2457s per loop
iter 000200/000283 | nll loss: 9.2346 | 0.2580s per loop
iter 000210/000283 | nll loss: 9.2160 | 0.4384s per loop
iter 000220/000283 | nll loss: 9.2257 | 0.2681s per loop
iter 000230/000283 | nll loss: 9.2167 | 0.2683s per loop
iter 000240/000283 | nll loss: 9.2313 | 0.2716s per loop
iter 000250/000283 | nll loss: 9.2261 | 0.4064s per loop
iter 000260/000283 | nll loss: 9.2206 | 0.2683s per loop
iter 000270/000283 | nll loss: 9.2324 | 0.2659s per loop
iter 000280/000283 | nll loss: 9.2322 | 0.2558s per loop
epoch 0008/0010 done (pretrain), loss: 9.214016
saved pretrained decoder model to ../models/LSTM_pre/b032_s224_l016/ep0008.ckpt
iter 000010/000283 | nll loss: 9.2212 | 0.7241s per loop
iter 000020/000283 | nll loss: 9.2139 | 0.2579s per loop
iter 000030/000283 | nll loss: 9.2107 | 0.2675s per loop
iter 000040/000283 | nll loss: 9.2029 | 0.2789s per loop
iter 000050/000283 | nll loss: 9.2161 | 0.4293s per loop
iter 000060/000283 | nll loss: 9.2124 | 0.2843s per loop
iter 000070/000283 | nll loss: 9.2256 | 0.2812s per loop
iter 000080/000283 | nll loss: 9.2302 | 0.2588s per loop
iter 000090/000283 | nll loss: 9.2135 | 0.4304s per loop
iter 000100/000283 | nll loss: 9.2176 | 0.2793s per loop
iter 000110/000283 | nll loss: 9.2018 | 0.2605s per loop
iter 000120/000283 | nll loss: 9.2026 | 0.2711s per loop
iter 000130/000283 | nll loss: 9.2073 | 0.3956s per loop
iter 000140/000283 | nll loss: 9.2303 | 0.2495s per loop
iter 000150/000283 | nll loss: 9.2168 | 0.2598s per loop
iter 000160/000283 | nll loss: 9.2105 | 0.2655s per loop
iter 000170/000283 | nll loss: 9.2178 | 0.4112s per loop
iter 000180/000283 | nll loss: 9.2081 | 0.2720s per loop
iter 000190/000283 | nll loss: 9.1910 | 0.2564s per loop
iter 000200/000283 | nll loss: 9.1992 | 0.2639s per loop
iter 000210/000283 | nll loss: 9.2144 | 0.4059s per loop
iter 000220/000283 | nll loss: 9.2005 | 0.2658s per loop
iter 000230/000283 | nll loss: 9.2077 | 0.2885s per loop
iter 000240/000283 | nll loss: 9.2021 | 0.2917s per loop
iter 000250/000283 | nll loss: 9.1979 | 0.4312s per loop
iter 000260/000283 | nll loss: 9.2233 | 0.2827s per loop
iter 000270/000283 | nll loss: 9.2003 | 0.2769s per loop
iter 000280/000283 | nll loss: 9.2166 | 0.2388s per loop
epoch 0009/0010 done (pretrain), loss: 9.176909
saved pretrained decoder model to ../models/LSTM_pre/b032_s224_l016/ep0009.ckpt
iter 000010/000283 | nll loss: 9.2247 | 0.7275s per loop
iter 000020/000283 | nll loss: 9.2037 | 0.2753s per loop
iter 000030/000283 | nll loss: 9.1928 | 0.2797s per loop
iter 000040/000283 | nll loss: 9.1866 | 0.2693s per loop
iter 000050/000283 | nll loss: 9.2356 | 0.4513s per loop
iter 000060/000283 | nll loss: 9.1976 | 0.2823s per loop
iter 000070/000283 | nll loss: 9.1998 | 0.2736s per loop
iter 000080/000283 | nll loss: 9.2013 | 0.2629s per loop
iter 000090/000283 | nll loss: 9.2155 | 0.4307s per loop
iter 000100/000283 | nll loss: 9.1964 | 0.2740s per loop
iter 000110/000283 | nll loss: 9.2016 | 0.2695s per loop
iter 000120/000283 | nll loss: 9.1844 | 0.2780s per loop
iter 000130/000283 | nll loss: 9.1813 | 0.4632s per loop
iter 000140/000283 | nll loss: 9.2102 | 0.2843s per loop
iter 000150/000283 | nll loss: 9.2004 | 0.2724s per loop
iter 000160/000283 | nll loss: 9.1844 | 0.2749s per loop
iter 000170/000283 | nll loss: 9.1859 | 0.4314s per loop
iter 000180/000283 | nll loss: 9.2207 | 0.2512s per loop
iter 000190/000283 | nll loss: 9.1964 | 0.2751s per loop
iter 000200/000283 | nll loss: 9.1802 | 0.2852s per loop
iter 000210/000283 | nll loss: 9.1970 | 0.3987s per loop
iter 000220/000283 | nll loss: 9.1633 | 0.2790s per loop
iter 000230/000283 | nll loss: 9.1787 | 0.3533s per loop
iter 000240/000283 | nll loss: 9.1937 | 0.2846s per loop
iter 000250/000283 | nll loss: 9.2023 | 0.3735s per loop
iter 000260/000283 | nll loss: 9.1911 | 0.2701s per loop
iter 000270/000283 | nll loss: 9.1710 | 0.3523s per loop
iter 000280/000283 | nll loss: 9.2044 | 0.2395s per loop
epoch 0010/0010 done (pretrain), loss: 9.173986
saved pretrained decoder model to ../models/LSTM_pre/b032_s224_l016/ep0010.ckpt
start training
Traceback (most recent call last):
  File "train.py", line 187, in <module>
    feature = video_encoder(clip)
  File "/home/seito/anaconda3/envs/anetchallenge/lib/python3.6/site-packages/torch/nn/modules/module.py", line 489, in __call__
    result = self.forward(*input, **kwargs)
  File "/home/seito/anaconda3/envs/anetchallenge/lib/python3.6/site-packages/torch/nn/parallel/data_parallel.py", line 143, in forward
    outputs = self.parallel_apply(replicas, inputs, kwargs)
  File "/home/seito/anaconda3/envs/anetchallenge/lib/python3.6/site-packages/torch/nn/parallel/data_parallel.py", line 153, in parallel_apply
    return parallel_apply(replicas, inputs, kwargs, self.device_ids[:len(replicas)])
  File "/home/seito/anaconda3/envs/anetchallenge/lib/python3.6/site-packages/torch/nn/parallel/parallel_apply.py", line 83, in parallel_apply
    raise output
  File "/home/seito/anaconda3/envs/anetchallenge/lib/python3.6/site-packages/torch/nn/parallel/parallel_apply.py", line 59, in _worker
    output = module(*input, **kwargs)
  File "/home/seito/anaconda3/envs/anetchallenge/lib/python3.6/site-packages/torch/nn/modules/module.py", line 489, in __call__
    result = self.forward(*input, **kwargs)
  File "/home/seito/anaconda3/envs/anetchallenge/lib/python3.6/site-packages/torch/nn/parallel/data_parallel.py", line 142, in forward
    replicas = self.replicate(self.module, self.device_ids[:len(inputs)])
  File "/home/seito/anaconda3/envs/anetchallenge/lib/python3.6/site-packages/torch/nn/parallel/data_parallel.py", line 147, in replicate
    return replicate(module, device_ids)
  File "/home/seito/anaconda3/envs/anetchallenge/lib/python3.6/site-packages/torch/nn/parallel/replicate.py", line 13, in replicate
    param_copies = Broadcast.apply(devices, *params)
  File "/home/seito/anaconda3/envs/anetchallenge/lib/python3.6/site-packages/torch/nn/parallel/_functions.py", line 21, in forward
    outputs = comm.broadcast_coalesced(inputs, ctx.target_gpus)
  File "/home/seito/anaconda3/envs/anetchallenge/lib/python3.6/site-packages/torch/cuda/comm.py", line 40, in broadcast_coalesced
    return torch._C._broadcast_coalesced(tensors, devices, buffer_size)
RuntimeError: all tensors must be on devices[0]
